Type,Immediate_vs_Future,Segment,Package_Type,Mega_Flavor,Seasonality,q2_2018,q3_2018,q4_2018,q1_2019,sales
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,692,3,5,3,2209
NUT,FUTURE,NUT,BOX,NUT,EVERYDAY,429,405,498,591,3859
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,3099,5000,10465,16343,19394
NOVELTY,FUTURE,KIDS NOVELTY,LAYDOWN BAG,ASSORTED,EVERYDAY,332,1210,2640,3209,10439
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ALL OTHER,EVERYDAY,543,351,511,414,2872
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,342,1179,1009,972,3524
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,SOUR,EVERYDAY,72,26,70,558,2489
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,ASSORTED,EVERYDAY,176680,167192,164612,178714,548671
LICORICE,FUTURE,LICORICE,TUB,ALL OTHER,EVERYDAY,521,970,441,188,2070
ASSORTMENT MIXES,IMMEDIATE,ASSORTMENT MIXES,CHANGEMAKER,ASSORTED,EVERYDAY,6425,9854,10426,9758,47509
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,968,1061,814,1834,5043
CANDY CORN,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,5532,7947,6592,7355,10994
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,BOX,ASSORTED,EVERYDAY,784,475,855,1257,2390
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,537,524,525,696,2440
ASSORTMENT MIXES,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,817,821,562,544,2391
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,SOUR,EVERYDAY,16598,12438,11320,9209,20230
NUT,IMMEDIATE,NUT,SHARE SIZE,NUT,EVERYDAY,1443,2823,8,11,4444
NUT,FUTURE,NUT,TUB,NUT,EVERYDAY,1159,782,1049,881,3578
NUT,FUTURE,NUT,TUB,NUT,EVERYDAY,1552,1607,1422,582,2673
NUT,IMMEDIATE,ETHNIC,SHARE SIZE,NUT,EVERYDAY,1807,1540,1636,1726,4649
GUMMY,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,695,297,270,222,1185
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,413,465,569,541,1968
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,45,38,90,44,182
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,3574,660,17,2033,15437
NUT,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,19201,12997,20673,9130,4306
GUMMY,FUTURE,GUMMY,TUB,ASSORTED,EVERYDAY,5,19,207,409,1860
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,1085,543,317,802,1852
NUT,FUTURE,NUT,LAYDOWN BAG,NUT,EVERYDAY,534,638,352,293,1872
LICORICE,FUTURE,LICORICE,TUB,ASSORTED,EVERYDAY,1811,2624,494,741,2498
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,12252,15552,11569,10418,58773
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,ASSORTED,EVERYDAY,335,671,1296,771,2643
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,749,1565,661,918,3658
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,59,36,98,110,1139
HARD CANDY,FUTURE,SUGAR FREE CANDY,PEG BAG,ALL OTHER,EVERYDAY,5372,6565,4849,5477,13508
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,264,228,316,208,2521
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,619,972,1463,1092,4064
GUMMY,FUTURE,GUMMY,ALL OTHER,FRUIT,EVERYDAY,521,1096,2249,1465,6677
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,3569,2849,3659,3105,11429
NUT,FUTURE,NUT,LAYDOWN BAG,NUT,EVERYDAY,1449,168,362,723,2115
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ASSORTED,EVERYDAY,2897,7754,4036,4278,16985
AO CHEWY,IMMEDIATE,ETHNIC,CHANGEMAKER,ALL OTHER,EVERYDAY,92,9,2090,170499,234291
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,TUB,FRUIT,EVERYDAY,730,484,874,505,2594
GUMMY,FUTURE,GUMMY,ALL OTHER,ASSORTED,EVERYDAY,9,278,758,384,1630
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,NUT,EVERYDAY,128,152,107,107,46650
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,10068,10414,9846,10981,44907
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,980,2032,2328,3733,9455
GUMMY,IMMEDIATE,GUMMY,SHARE SIZE,FRUIT,EVERYDAY,11230,13362,17409,9470,8904
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,ASSORTED,EVERYDAY,763,830,1938,1180,9709
AO CHEWY,FUTURE,NOT APPLICABLE,LAYDOWN BAG,CARAMEL,SEASONAL,633,653,360,336,2253
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,507,821,569,730,4614
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,ALL OTHER,EVERYDAY,765,796,604,264,2256
LICORICE,FUTURE,LICORICE,PEG BAG,ALL OTHER,EVERYDAY,461,595,486,61,358071
NUT,FUTURE,NUT,LAYDOWN BAG,ALL OTHER,EVERYDAY,50552,54745,41333,44506,130347
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ASSORTED,EVERYDAY,1041,1166,2185,1992,5580
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,3884,806,369,294,2422
NUT,FUTURE,NUT,TUB,NUT,EVERYDAY,561,1393,365,1046,6037
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,1180,1246,1086,1044,3615
NOVELTY,FUTURE,KIDS NOVELTY,LAYDOWN BAG,FRUIT,EVERYDAY,1017,3962,3810,6840,29048
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,TUB,FRUIT,EVERYDAY,91,108,390,431,2919
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,2846,2815,2484,3760,7068
LOLLIPOP,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,19054,14697,17790,13600,27484
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,SOUR,EVERYDAY,26,14,44,101,236
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ALL OTHER,EVERYDAY,6433,5643,5023,4921,13135
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,8883,10539,11720,11679,45627
NUT,IMMEDIATE,NUT,SHARE SIZE,NUT,EVERYDAY,2161,2295,3083,3390,10333
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,857,622,527,1057,5416
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,1757,1303,1327,2141,610
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,1142,1021,396,500,1790
GUMMY,FUTURE,GUMMY,PEG BAG,ALL OTHER,EVERYDAY,1682,235,686,301,1061
GUMMY,FUTURE,GUMMY,TUB,FRUIT,EVERYDAY,757,404,441,555,2011
NUT,IMMEDIATE,NUT,SINGLE SIZE,NUT,EVERYDAY,5478,4589,5454,5393,3422
HARD CANDY,FUTURE,MAINLINE,PEG BAG,ASSORTED,EVERYDAY,1012,27,37,37,2941
AO CHEWY,FUTURE,ETHNIC,BOX,CARAMEL,EVERYDAY,2050,2085,1863,2240,11878
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ALL OTHER,EVERYDAY,1478,158,30,58,4552
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,560,787,715,422,1835
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,1249,1017,945,951,5810
NOVELTY,FUTURE,KIDS NOVELTY,TUB,FRUIT,EVERYDAY,832,545,589,542,2576
GUMMY,IMMEDIATE,GUMMY,CHANGEMAKER,ASSORTED,EVERYDAY,1129,20520,18938,16729,172538
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ALL OTHER,EVERYDAY,1347,1338,1110,1192,5489
FRUITY CHEWY,FUTURE,ETHNIC,STANDUP BAG,FRUIT,EVERYDAY,125,590,421,635,3481
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,15018,10165,10763,5392,12466
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,330,198,240,278,216
LICORICE,FUTURE,LICORICE,PEG BAG,FRUIT,EVERYDAY,2840,3230,2644,1006,4283
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,2012,1830,935,1848,7205
NOVELTY,FUTURE,ETHNIC,ALL OTHER,ALL OTHER,EVERYDAY,49807,51107,51913,51419,134915
NUT,FUTURE,NUT,LAYDOWN BAG,ASSORTED,EVERYDAY,722,712,307,567,2009
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,207,282,419,212,1918
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,444,334,952,584,4411
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,ASSORTED,EVERYDAY,640,1081,1180,3741,6177
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,4206,3489,1596,1096,6116
NUT,FUTURE,ETHNIC,LAYDOWN BAG,NUT,EVERYDAY,575,367,735,581,1575
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,245,245,209,178,1138
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,FRUIT,EVERYDAY,743,1376,580,707,3452
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,ASSORTED,EVERYDAY,326,484,389,319,1875
GUMMY,FUTURE,GUMMY,TUB,FRUIT,EVERYDAY,466,324,439,500,2198
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,ASSORTED,EVERYDAY,22436,18092,17171,6104,65159
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,686,581,590,464,5691
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,FRUIT,EVERYDAY,547,2710,4529,1146,7248
HARD CANDY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ASSORTED,SEASONAL,523,501,460,610,2061
GUMMY,FUTURE,NOT APPLICABLE,PEG BAG,FRUIT,SEASONAL,629,434,616,624,2143
JELLY BEANS,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,76658,44,11,141048,549315
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,496,629,847,653,2822
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,ALL OTHER,EVERYDAY,27,28,114,363,1231
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,230,818,1522,1985,6469
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,810,929,516,690,2937
LOLLIPOP,FUTURE,KIDS NOVELTY,PEG BAG,FRUIT,EVERYDAY,1586,1765,1146,1144,4053
FRUITY CHEWY,FUTURE,LICORICE,PEG BAG,SOUR,EVERYDAY,952,1232,1115,1194,2113
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,FRUIT,EVERYDAY,3599,3674,3191,4610,18235
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,13798,9527,4998,3147,7674
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,ASSORTED,EVERYDAY,1922,2063,2613,2833,4622
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,7545,111,633,135521,235140
AO CHEWY,FUTURE,CLASSIC FAVORITES,TUB,ASSORTED,EVERYDAY,4405,869,2391,1737,10203
NOVELTY,FUTURE,ETHNIC,TUB,FRUIT,EVERYDAY,2809,3242,3145,2716,10468
FRUITY CHEWY,FUTURE,NOT APPLICABLE,STANDUP BAG,SOUR,SEASONAL,18,36,221,374,2107
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,879,775,951,747,2688
ASSORTMENT MIXES,IMMEDIATE,ETHNIC,SINGLE SIZE,ALL OTHER,EVERYDAY,509,547,491,231,1371
FRUITY CHEWY,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,2574,3581,2638,5895,14969
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,1204,782,983,720,2562
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,TUB,FRUIT,EVERYDAY,3738,2883,2018,1127,7443
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,4003,645,894,669,2288
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,TUB,ASSORTED,EVERYDAY,119,50,23,141,713
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,1960,4075,9022,2822,7766
GUMMY,FUTURE,GUMMY,TUB,ASSORTED,EVERYDAY,37,58,18,673,2560
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,BOX,ASSORTED,EVERYDAY,3018,1638,4577,2179,4709
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,1391,1430,795,1038,4777
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,FRUIT,EVERYDAY,781,567,1340,1180,5293
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,PEG BAG,FRUIT,EVERYDAY,759,849,762,746,2844
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,3336,1807,1699,1197,4925
GUMMY,FUTURE,GUMMY,ALL OTHER,ALL OTHER,EVERYDAY,766,744,849,883,2748
ALL OTHER,FUTURE,NOT APPLICABLE,BOX,FRUIT,SEASONAL,554,569,742,971,2626
GUMMY,FUTURE,GUMMY,TUB,FRUIT,EVERYDAY,1729,2381,2221,2746,2403
AO CHEWY,FUTURE,ETHNIC,LAYDOWN BAG,ALL OTHER,EVERYDAY,39,672,1149,38,1353
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,1298,935,854,1252,2142
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,496,52,97,502,777
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,2034,926,138,747,2618
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,2621,1766,1589,7441,27380
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,292,83,109,212,527
AO CHEWY,IMMEDIATE,ETHNIC,SHARE SIZE,ALL OTHER,EVERYDAY,765,760,751,830,2322
NUT,FUTURE,NUT,PEG BAG,NUT,EVERYDAY,1979,1603,1149,1801,4495
HARD CANDY,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,5688,4369,2976,1165,11791
FRUITY CHEWY,IMMEDIATE,ETHNIC,SHARE SIZE,ASSORTED,EVERYDAY,632,727,978,636,454
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,465,67,269484,20024,272398
LICORICE,FUTURE,LICORICE,PEG BAG,ALL OTHER,EVERYDAY,27,185,129,338,1779
GUMMY,FUTURE,GUMMY,PEG BAG,ALL OTHER,EVERYDAY,3490,3481,2135,1036,5977
NUT,FUTURE,ETHNIC,BOX,ALL OTHER,EVERYDAY,8919,3671,1129,469,14020
HARD CANDY,IMMEDIATE,MAINLINE,SINGLE SIZE,FRUIT,EVERYDAY,54678,38206,131360,57014,187129
GUMMY,FUTURE,GUMMY,TUB,ASSORTED,EVERYDAY,1168,1082,1202,1297,5250
LICORICE,FUTURE,LICORICE,TUB,ALL OTHER,EVERYDAY,399,926,1990,688,2360
GUMMY,FUTURE,GUMMY,PEG BAG,ALL OTHER,EVERYDAY,1056,518,591,679,2254
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,2,5,784,223,2267
NUT,FUTURE,NUT,PEG BAG,NUT,EVERYDAY,5394,5668,6156,5302,26262
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,173406,169452,138603,138742,272803
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,1686,1587,1693,2848,5294
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,169,509,592,381,2715
NUT,IMMEDIATE,NUT,SINGLE SIZE,NUT,EVERYDAY,2352,1712,1638,2152,5700
NUT,FUTURE,ETHNIC,BOX,NUT,EVERYDAY,1,187,173,20,708
GUMMY,FUTURE,ETHNIC,LAYDOWN BAG,ALL OTHER,EVERYDAY,2078,1891,1534,1553,6089
LICORICE,FUTURE,LICORICE,PEG BAG,FRUIT,EVERYDAY,1863,1885,1051,1794,6978
GUMMY,FUTURE,GUMMY,TUB,FRUIT,EVERYDAY,6846,3835,2360,1669,7520
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ASSORTED,EVERYDAY,1459,864,857,773,3725
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,PEG BAG,ASSORTED,EVERYDAY,7607,3979,3517,1259,3466
LICORICE,FUTURE,LICORICE,TUB,ASSORTED,EVERYDAY,758,770,406,365,1706
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,NUT,EVERYDAY,894,101,1265,1124,3927
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,359,597,479,502,2731
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,PEG BAG,ASSORTED,EVERYDAY,664,892,534,561,3679
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,ALL OTHER,EVERYDAY,44046,48363,39008,39467,165170
NUT,FUTURE,ETHNIC,LAYDOWN BAG,NUT,EVERYDAY,5941,7346,4647,5337,30239
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,1861,2697,335,170,1478
NOVELTY,FUTURE,KIDS NOVELTY,TUB,ASSORTED,EVERYDAY,61,47,92,18,232
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,5167,6377,4817,1695,7100
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,FRUIT,EVERYDAY,436,435,397,375,2087
JELLY BEANS,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,606,949,997,869,4413
AO CHEWY,IMMEDIATE,NOT APPLICABLE,SHARE SIZE,ALL OTHER,SEASONAL,2852,1336,407,500,1134
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,ALL OTHER,FRUIT,EVERYDAY,58406,55830,29899,11298,2578
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,STANDUP BAG,FRUIT,EVERYDAY,4600,9476,15457,8028,14778
HARD CANDY,IMMEDIATE,SUGAR FREE CANDY,SHARE SIZE,ALL OTHER,EVERYDAY,413,280,260,551,1947
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,524,513,312,473,1317
NUT,IMMEDIATE,NUT,SINGLE SIZE,NUT,EVERYDAY,409,275,1695,4241,15672
AO CHEWY,FUTURE,CLASSIC FAVORITES,ALL OTHER,ALL OTHER,EVERYDAY,8824,6264,4582,2403,14837
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,1502,1220,501,293,2898
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ALL OTHER,EVERYDAY,964,838,1130,1028,2894
NUT,IMMEDIATE,NUT,SHARE SIZE,NUT,EVERYDAY,789,680,666,513,2912
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,392,1060,712,484,2338
AO CHEWY,FUTURE,CLASSIC FAVORITES,BOX,NUT,EVERYDAY,396,822,414,225,1387
AO CHEWY,FUTURE,CLASSIC FAVORITES,TUB,CARAMEL,EVERYDAY,477,236,156,169,1858
NUT,FUTURE,NOT APPLICABLE,TUB,ASSORTED,SEASONAL,11055,9596,6879,5893,37918
NOVELTY,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ASSORTED,EVERYDAY,3911,4155,3927,5128,19732
NOVELTY,FUTURE,KIDS NOVELTY,ALL OTHER,ALL OTHER,EVERYDAY,3998,3613,2106,3990,12389
HARD CANDY,FUTURE,ETHNIC,LAYDOWN BAG,ALL OTHER,EVERYDAY,934,923,1407,1668,7010
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,117,88,58,78,846
GUMMY,IMMEDIATE,GUMMY,CHANGEMAKER,ASSORTED,EVERYDAY,1328,5,3837,242758,262345
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,FRUIT,EVERYDAY,2655,2162,2698,960,4056
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,618,921,630,631,1328
NUT,FUTURE,NUT,PEG BAG,ALL OTHER,EVERYDAY,119,70,297,239,2405
JELLY BEANS,FUTURE,NOT APPLICABLE,PEG BAG,ASSORTED,SEASONAL,2400,2103,1831,1742,7348
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,59,39,64,56,820
JELLY BEANS,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,905,898,1211,1046,2558
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,488,515,433,383,1811
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,NUT,EVERYDAY,627,484,578,641,2168
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,FRUIT,EVERYDAY,333,630,1034,2079,2713
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,TUB,FRUIT,EVERYDAY,5291,4027,3658,4170,33502
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,SOUR,EVERYDAY,467,337,236,694,1749
NOVELTY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,567,172,293,596,1848
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ASSORTED,EVERYDAY,51357,47719,51429,54670,183216
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,13961,2914,1980,602,19269
LICORICE,FUTURE,LICORICE,PEG BAG,ASSORTED,EVERYDAY,895,977,1043,379,2262
JELLY BEANS,FUTURE,CLASSIC FAVORITES,TUB,ASSORTED,EVERYDAY,2948,3416,1575,1686,8010
HARD CANDY,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,7702,3331,9461,10333,50752
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,1772,2016,2262,2400,9951
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,FRUIT,EVERYDAY,94304,94821,33760,3807,838
LICORICE,FUTURE,LICORICE,PEG BAG,ALL OTHER,EVERYDAY,859,988,1396,1455,5535
LOLLIPOP,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,FRUIT,EVERYDAY,697,681,846,773,2487
FRUITY CHEWY,FUTURE,ETHNIC,LAYDOWN BAG,ASSORTED,EVERYDAY,20308,7230,5424,66744,160807
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,2256,1747,3989,2424,6821
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,63,18,482,1205,2440
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,ALL OTHER,EVERYDAY,421,333,437,413,1852
NUT,FUTURE,NUT,ALL OTHER,NUT,EVERYDAY,261,306,168,155,1036
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,497,346,233,212,1476
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,38887,27164,2296,533,34243
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,757,445,599,585,2475
ASSORTMENT MIXES,FUTURE,ETHNIC,STANDUP BAG,ASSORTED,EVERYDAY,111,2628,2452,3873,8497
GUMMY,FUTURE,GUMMY,TUB,SOUR,EVERYDAY,390,345,352,222,1491
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,2298,1574,1491,1099,4008
FRUITY CHEWY,FUTURE,MAINLINE,PEG BAG,FRUIT,EVERYDAY,874,822,942,1068,3375
NUT,FUTURE,NUT,PEG BAG,NUT,EVERYDAY,401,369,390,1140,2355
GUMMY,FUTURE,GUMMY,TUB,ASSORTED,EVERYDAY,409,356,427,500,1848
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,SOUR,EVERYDAY,262,174,266,228,1870
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,PEG BAG,ASSORTED,EVERYDAY,11918,10315,4438,3746,6164
NUT,FUTURE,NUT,TUB,NUT,EVERYDAY,2661,438,100,696,1982
ASSORTMENT MIXES,FUTURE,ETHNIC,LAYDOWN BAG,ASSORTED,EVERYDAY,1403,1405,751,906,3457
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ALL OTHER,EVERYDAY,41006,45812,43079,35579,150118
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ASSORTED,EVERYDAY,885,817,281,501,1903
FRUITY CHEWY,FUTURE,MAINLINE,BOX,FRUIT,EVERYDAY,1942,683,2592,2050,5839
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,ASSORTED,EVERYDAY,1165,955,606,588,4095
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,ASSORTED,EVERYDAY,901,12716,40069,30614,39171
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,FRUIT,EVERYDAY,1724,1478,1194,1490,4103
